27/08/2015 10:25:37,5,5,5,0,0.21,10,10,1000,10,0.0447420676238115,0.1,G,1.0,10,10,U,10,10, -,U,10,10, -,U,10,10, -,G,1.0,10,10,5,10,0.0,ERROR
27/08/2015 10:25:38,5,5,5,0,0.21,10,10,1000,10,0.0447420676238115,0.1,G,1.0,10,10,U,10,10, -,U,10,10, -,U,10,10, -,G,1.0,10,10,5,10,0.0,446,6437,0,0
27/08/2015 10:25:38,5,5,5,0,0.21,10,10,1000,10,0.08927098910974904,0.1,G,1.0,10,10,U,10,10, -,G,1.0,10,10,E,1.0, -, -,U,10,10, -,4,10,0.0,ERROR
27/08/2015 10:25:40,5,5,5,0,0.21,10,10,1000,10,0.08927098910974904,0.1,G,1.0,10,10,U,10,10, -,G,1.0,10,10,E,1.0, -, -,U,10,10, -,4,10,0.0,898,6021,100,10,10
27/08/2015 10:25:40,5,5,5,0,0.21,10,10,1000,10,0.053392797675017624,0.1,U,10,10, -,U,10,10, -,E,1.0, -, -,E,1.0, -, -,E,1.0, -, -,4,10,0.0,ERROR
27/08/2015 10:25:41,5,5,5,0,0.21,10,10,1000,10,0.053392797675017624,0.1,U,10,10, -,U,10,10, -,E,1.0, -, -,E,1.0, -, -,E,1.0, -, -,4,10,0.0,516,5955,0,0
27/08/2015 10:25:45,5,5,5,0,0.05,10,10,1108,10,0.095669120710588,0.1,E,1.0, -, -,G,1.0,10,10,U,10,10, -,U,10,10, -,U,10,10, -,6,10,0.05,ERROR
27/08/2015 10:25:48,5,5,5,0,0.05,10,10,1108,10,0.095669120710588,0.1,E,1.0, -, -,G,1.0,10,10,U,10,10, -,U,10,10, -,U,10,10, -,6,10,0.05,1662,10570,165,19,10,9
27/08/2015 10:25:49,5,5,5,0,0.05,10,10,1342,10,0.016294279920875877,0.1,E,1.0, -, -,G,1.0,10,10,E,1.0, -, -,U,10,10, -,U,10,10, -,2,10,0.05,ERROR
27/08/2015 10:25:53,5,5,5,0,0.05,10,10,1342,10,0.016294279920875877,0.1,E,1.0, -, -,G,1.0,10,10,E,1.0, -, -,U,10,10, -,U,10,10, -,2,10,0.05,860,15573,0,0
27/08/2015 10:25:54,5,5,5,0,0.05,10,10,1224,10,0.035192010048802194,0.1,E,1.0, -, -,E,1.0, -, -,G,1.0,10,10,U,10,10, -,G,1.0,10,10,3,10,0.05,ERROR
