25/08/2015 11:21:07,5,0,0,0,0.0,10,78,1000,5,0.2932758199751621,0.05523983212010493,G,1.0,10,10,E,1.0, -, -,U,10,10, -,U,10,10, -,U,10,10, -,10,10,0.1,ERROR
25/08/2015 11:23:29,5,0,0,0,0.0,10,78,1000,5,0.2932758199751621,0.05523983212010493,G,1.0,10,10,E,1.0, -, -,U,10,10, -,U,10,10, -,U,10,10, -,10,10,0.1,142132ms,1826,0,21691,30,536,2563,9639,8923
25/08/2015 11:23:30,5,4,2,0,0.0,10,51,1132,5,0.2689877775763513,0.08931488138880754,U,10,10, -,E,1.0, -, -,G,1.0,10,10,U,10,10, -,G,1.0,10,10,6,9,0.1,ERROR
25/08/2015 11:27:23,5,4,2,0,0.0,10,51,1132,5,0.2689877775763513,0.08931488138880754,U,10,10, -,E,1.0, -, -,G,1.0,10,10,U,10,10, -,G,1.0,10,10,6,9,0.1,233109ms,2745,0,28316,31,526,2451,11881,13427
25/08/2015 11:27:24,5,3,3,0,0.0,10,39,1582,5,0.14465217818870002,0.052762387509540945,E,1.0, -, -,U,10,10, -,G,1.0,10,10,G,1.0,10,10,U,10,10, -,1,5,0.1,ERROR
25/08/2015 11:33:50,5,3,3,0,0.0,10,39,1582,5,0.14465217818870002,0.052762387509540945,E,1.0, -, -,U,10,10, -,G,1.0,10,10,G,1.0,10,10,U,10,10, -,1,5,0.1,385648ms,9385,0,37412,27,348,2307,15982,18748
25/08/2015 11:33:51,5,0,1,0,0.0,10,61,1162,5,0.05367016832315313,0.05701648143151799,U,10,10, -,E,1.0, -, -,E,1.0, -, -,U,10,10, -,E,1.0, -, -,2,3,0.1,ERROR
25/08/2015 11:34:04,5,0,1,0,0.0,10,61,1162,5,0.05367016832315313,0.05701648143151799,U,10,10, -,E,1.0, -, -,E,1.0, -, -,U,10,10, -,E,1.0, -, -,2,3,0.1,13321ms,2206,0,3163,15,81,188,1055,1824
25/08/2015 11:34:06,5,2,4,0,0.0,10,33,1000,5,0.18319329858505823,0.05790930858698552,G,1.0,10,10,U,10,10, -,G,1.0,10,10,E,1.0, -, -,E,1.0, -, -,6,5,0.15,ERROR
25/08/2015 11:34:37,5,2,4,0,0.0,10,33,1000,5,0.18319329858505823,0.05790930858698552,G,1.0,10,10,U,10,10, -,G,1.0,10,10,E,1.0, -, -,E,1.0, -, -,6,5,0.15,29975ms,2353,0,10325,27,314,1159,4324,4501
25/08/2015 11:34:37,5,5,0,0,0.0,10,74,1000,5,0.1758157482084642,0.08186528404138989,U,10,10, -,E,1.0, -, -,E,1.0, -, -,G,1.0,10,10,U,10,10, -,4,2,0.15,ERROR
25/08/2015 11:35:23,5,5,0,0,0.0,10,74,1000,5,0.1758157482084642,0.08186528404138989,U,10,10, -,E,1.0, -, -,E,1.0, -, -,G,1.0,10,10,U,10,10, -,4,2,0.15,45394ms,1802,0,8113,28,272,836,3392,3585
25/08/2015 11:35:23,5,3,5,0,0.0,10,64,1000,5,0.13743367149579452,0.03721636165875358,U,10,10, -,G,1.0,10,10,G,1.0,10,10,G,1.0,10,10,G,1.0,10,10,9,6,0.15,ERROR
25/08/2015 11:35:54,5,3,5,0,0.0,10,64,1000,5,0.13743367149579452,0.03721636165875358,U,10,10, -,G,1.0,10,10,G,1.0,10,10,G,1.0,10,10,G,1.0,10,10,9,6,0.15,30651ms,1740,0,5832,23,192,462,2495,2660
25/08/2015 11:35:54,5,2,0,0,0.0,10,28,1000,5,0.03218088721365146,0.0042344209727926295,U,10,10, -,E,1.0, -, -,E,1.0, -, -,G,1.0,10,10,G,1.0,10,10,5,5,0.15,ERROR
25/08/2015 11:36:06,5,2,0,0,0.0,10,28,1000,5,0.03218088721365146,0.0042344209727926295,U,10,10, -,E,1.0, -, -,E,1.0, -, -,G,1.0,10,10,G,1.0,10,10,5,5,0.15,11475ms,1864,0,1053,12,43,116,569,313
25/08/2015 11:36:06,5,4,3,0,0.0,10,23,1000,5,0.0364861828799088,0.009475457995360627,U,10,10, -,E,1.0, -, -,U,10,10, -,U,10,10, -,U,10,10, -,10,10,0.15,ERROR
25/08/2015 11:36:26,5,4,3,0,0.0,10,23,1000,5,0.0364861828799088,0.009475457995360627,U,10,10, -,E,1.0, -, -,U,10,10, -,U,10,10, -,U,10,10, -,10,10,0.15,19068ms,1743,0,3157,12,45,137,862,2101
25/08/2015 11:36:28,5,1,5,0,0.0,10,40,1000,5,0.23351642945264997,0.0036085310694290666,U,10,10, -,U,10,10, -,U,10,10, -,E,1.0, -, -,G,1.0,10,10,10,10,0.2,ERROR
25/08/2015 11:36:30,5,1,5,0,0.0,10,40,1000,5,0.23351642945264997,0.0036085310694290666,U,10,10, -,U,10,10, -,U,10,10, -,E,1.0, -, -,G,1.0,10,10,10,10,0.2,1916ms,1947,0,2145,31,500,1338,276
25/08/2015 11:36:31,5,2,4,0,0.0,10,84,1000,5,0.2947183621542399,0.041780263480393556,G,1.0,10,10,E,1.0, -, -,E,1.0, -, -,E,1.0, -, -,E,1.0, -, -,10,10,0.2,ERROR
25/08/2015 11:37:30,5,2,4,0,0.0,10,84,1000,5,0.2947183621542399,0.041780263480393556,G,1.0,10,10,E,1.0, -, -,E,1.0, -, -,E,1.0, -, -,E,1.0, -, -,10,10,0.2,58578ms,1725,0,15165,31,540,2559,7516,4519
25/08/2015 11:37:30,5,4,3,0,0.0,10,13,1000,5,0.2405941573199067,0.02421144762033796,E,1.0, -, -,G,1.0,10,10,G,1.0,10,10,U,10,10, -,G,1.0,10,10,2,2,0.2,ERROR
25/08/2015 11:40:46,5,4,3,0,0.0,10,13,1000,5,0.2405941573199067,0.02421144762033796,E,1.0, -, -,G,1.0,10,10,G,1.0,10,10,U,10,10, -,G,1.0,10,10,2,2,0.2,195530ms,3432,0,34038,31,466,2089,12812,18640
25/08/2015 11:40:46,5,2,5,0,0.0,10,17,1000,5,0.19186788862023102,0.008347728396584753,G,1.0,10,10,U,10,10, -,E,1.0, -, -,E,1.0, -, -,G,1.0,10,10,3,1,0.2,ERROR
25/08/2015 11:41:44,5,2,5,0,0.0,10,17,1000,5,0.19186788862023102,0.008347728396584753,G,1.0,10,10,U,10,10, -,E,1.0, -, -,E,1.0, -, -,G,1.0,10,10,3,1,0.2,57535ms,1732,0,6848,31,298,874,3457,2188
25/08/2015 11:41:45,5,3,3,0,0.0,10,86,2323,5,0.1106590589563056,0.05068070010748171,G,1.0,10,10,U,10,10, -,U,10,10, -,U,10,10, -,U,10,10, -,1,6,0.2,ERROR
25/08/2015 11:42:46,5,3,3,0,0.0,10,86,2323,5,0.1106590589563056,0.05068070010748171,G,1.0,10,10,U,10,10, -,U,10,10, -,U,10,10, -,U,10,10, -,1,6,0.2,61557ms,7012,0,13433,26,177,484,3293,9453
25/08/2015 11:42:49,5,2,5,0,0.0,10,41,1354,5,0.2403824484837673,0.04232047023233509,E,1.0, -, -,G,1.0,10,10,U,10,10, -,E,1.0, -, -,G,1.0,10,10,5,7,0.25,ERROR
25/08/2015 11:43:59,5,2,5,0,0.0,10,41,1354,5,0.2403824484837673,0.04232047023233509,E,1.0, -, -,G,1.0,10,10,U,10,10, -,E,1.0, -, -,G,1.0,10,10,5,7,0.25,69544ms,5143,0,23896,29,508,2903,11092,9364
25/08/2015 11:44:00,5,4,5,0,0.0,10,13,1000,5,0.13050568871029558,0.024770764118948765,U,10,10, -,G,1.0,10,10,G,1.0,10,10,G,1.0,10,10,G,1.0,10,10,7,7,0.25,ERROR
25/08/2015 11:45:03,5,4,5,0,0.0,10,13,1000,5,0.13050568871029558,0.024770764118948765,U,10,10, -,G,1.0,10,10,G,1.0,10,10,G,1.0,10,10,G,1.0,10,10,7,7,0.25,63058ms,2261,0,12082,27,198,646,4115,7096
25/08/2015 11:45:03,5,0,0,0,0.0,10,93,1207,5,0.2847964754627142,0.08218787964747577,E,1.0, -, -,U,10,10, -,E,1.0, -, -,G,1.0,10,10,G,1.0,10,10,6,8,0.25,ERROR
25/08/2015 11:49:06,5,0,0,0,0.0,10,93,1207,5,0.2847964754627142,0.08218787964747577,E,1.0, -, -,U,10,10, -,E,1.0, -, -,G,1.0,10,10,G,1.0,10,10,6,8,0.25,242112ms,4303,0,41811,31,550,3006,16607,21617
25/08/2015 11:49:06,5,3,0,0,0.0,10,21,1000,5,0.12906532704668902,0.03440828489763444,G,1.0,10,10,E,1.0, -, -,E,1.0, -, -,U,10,10, -,U,10,10, -,10,10,0.25,ERROR
25/08/2015 11:50:00,5,3,0,0,0.0,10,21,1000,5,0.12906532704668902,0.03440828489763444,G,1.0,10,10,E,1.0, -, -,E,1.0, -, -,U,10,10, -,U,10,10, -,10,10,0.25,54062ms,2096,0,9859,22,190,633,3602,5412
25/08/2015 11:50:01,5,5,5,0,0.0,10,39,1000,5,0.2908414211677998,0.01730958414633238,U,10,10, -,E,1.0, -, -,U,10,10, -,G,1.0,10,10,E,1.0, -, -,6,6,0.25,ERROR
25/08/2015 11:53:46,5,5,5,0,0.0,10,39,1000,5,0.2908414211677998,0.01730958414633238,U,10,10, -,E,1.0, -, -,U,10,10, -,G,1.0,10,10,E,1.0, -, -,6,6,0.25,224850ms,1721,0,17774,31,551,2505,8169,6518
25/08/2015 11:53:49,5,4,4,0,0.0,10,99,1000,5,0.0972512185122201,0.06758339815678364,U,10,10, -,U,10,10, -,G,1.0,10,10,E,1.0, -, -,E,1.0, -, -,5,5,0.3,ERROR
25/08/2015 11:54:14,5,4,4,0,0.0,10,99,1000,5,0.0972512185122201,0.06758339815678364,U,10,10, -,U,10,10, -,G,1.0,10,10,E,1.0, -, -,E,1.0, -, -,5,5,0.3,24854ms,1740,0,4486,20,161,410,1879,2016
25/08/2015 11:54:15,5,4,3,0,0.0,10,48,1255,5,0.19525425011942626,0.0022955256315400296,G,1.0,10,10,E,1.0, -, -,E,1.0, -, -,U,10,10, -,U,10,10, -,7,9,0.3,ERROR
25/08/2015 11:58:16,5,4,3,0,0.0,10,48,1255,5,0.19525425011942626,0.0022955256315400296,G,1.0,10,10,E,1.0, -, -,E,1.0, -, -,U,10,10, -,U,10,10, -,7,9,0.3,241040ms,2566,0,7955,30,434,1218,4394,1879
25/08/2015 11:58:17,5,2,0,0,0.0,10,11,1195,5,0.25349198259388056,0.002403530170756929,U,10,10, -,G,1.0,10,10,G,1.0,10,10,U,10,10, -,G,1.0,10,10,8,10,0.3,ERROR
25/08/2015 12:04:59,5,2,0,0,0.0,10,11,1195,5,0.25349198259388056,0.002403530170756929,U,10,10, -,G,1.0,10,10,G,1.0,10,10,U,10,10, -,G,1.0,10,10,8,10,0.3,401813ms,2255,0,7960,30,439,1384,4348,1759
25/08/2015 12:04:59,5,0,0,0,0.0,10,10,1249,5,0.019983701567115184,0.09587201554261013,U,10,10, -,E,1.0, -, -,E,1.0, -, -,E,1.0, -, -,E,1.0, -, -,8,10,0.3,ERROR
25/08/2015 01:24:51,5,0,4,0,0.0,10,10,1000,5,0.0625148411589499,0.02775413350068794,E,1.0, -, -,U,10,10, -,G,1.0,10,10,G,1.0,10,10,U,10,10, -,7,2,0.0,ERROR
25/08/2015 01:26:11,5,0,4,0,0.0,10,10,1000,5,0.0625148411589499,0.02775413350068794,E,1.0, -, -,U,10,10, -,G,1.0,10,10,G,1.0,10,10,U,10,10, -,7,2,0.0,79055ms,4515,0,24455,16,118,462,4764,19095
25/08/2015 01:26:11,5,5,4,0,0.0,10,16,1000,5,0.07014382031053938,0.031248440858468143,G,1.0,10,10,E,1.0, -, -,E,1.0, -, -,G,1.0,10,10,E,1.0, -, -,5,7,0.0,ERROR
25/08/2015 01:26:43,5,5,4,0,0.0,10,16,1000,5,0.07014382031053938,0.031248440858468143,G,1.0,10,10,E,1.0, -, -,E,1.0, -, -,G,1.0,10,10,E,1.0, -, -,5,7,0.0,31543ms,2305,0,7296,18,95,250,1854,5079
25/08/2015 01:26:43,5,4,3,0,0.0,10,36,1000,5,0.0438565467920612,0.07294547571371132,G,1.0,10,10,U,10,10, -,E,1.0, -, -,E,1.0, -, -,G,1.0,10,10,5,7,0.0,ERROR
25/08/2015 01:27:23,5,4,3,0,0.0,10,36,1000,5,0.0438565467920612,0.07294547571371132,G,1.0,10,10,U,10,10, -,E,1.0, -, -,E,1.0, -, -,G,1.0,10,10,5,7,0.0,39856ms,2847,0,10153,15,66,192,2002,7878
25/08/2015 01:27:24,5,3,3,0,0.0,10,56,1000,5,0.1669474990755169,0.02497806850606873,U,10,10, -,G,1.0,10,10,E,1.0, -, -,G,1.0,10,10,U,10,10, -,10,10,0.0,ERROR
25/08/2015 01:28:22,5,3,3,0,0.0,10,56,1000,5,0.1669474990755169,0.02497806850606873,U,10,10, -,G,1.0,10,10,E,1.0, -, -,G,1.0,10,10,U,10,10, -,10,10,0.0,58030ms,1730,0,9213,25,312,933,4308,3635
25/08/2015 01:28:22,5,0,0,0,0.0,10,35,1000,5,0.23070202714371074,6.058326535507419E-5,G,1.0,10,10,G,1.0,10,10,U,10,10, -,G,1.0,10,10,E,1.0, -, -,3,1,0.0,ERROR
25/08/2015 01:32:10,5,0,0,0,0.0,10,35,1000,5,0.23070202714371074,6.058326535507419E-5,G,1.0,10,10,G,1.0,10,10,U,10,10, -,G,1.0,10,10,E,1.0, -, -,3,1,0.0,228233ms,1999,0,5080,30,409,926,3535,180
25/08/2015 01:32:13,5,5,2,0,0.0,10,56,1147,5,0.02260987436407035,0.025819857414992854,E,1.0, -, -,G,1.0,10,10,U,10,10, -,E,1.0, -, -,U,10,10, -,5,9,0.05,ERROR
25/08/2015 01:32:30,5,5,2,0,0.0,10,56,1147,5,0.02260987436407035,0.025819857414992854,E,1.0, -, -,G,1.0,10,10,U,10,10, -,E,1.0, -, -,U,10,10, -,5,9,0.05,17007ms,2329,0,4638,8,31,131,1073,3395
25/08/2015 01:32:31,5,1,2,0,0.0,10,66,1138,5,0.015014440882187629,0.022806089893075133,G,1.0,10,10,U,10,10, -,E,1.0, -, -,E,1.0, -, -,U,10,10, -,2,5,0.05,ERROR
25/08/2015 01:32:32,5,1,2,0,0.0,10,66,1138,5,0.015014440882187629,0.022806089893075133,G,1.0,10,10,U,10,10, -,E,1.0, -, -,E,1.0, -, -,U,10,10, -,2,5,0.05,598ms,2043,0,348,8,32,130,165,13
25/08/2015 01:32:32,5,2,5,0,0.0,10,26,1027,5,0.09457311673694264,0.011627970250983123,U,10,10, -,U,10,10, -,U,10,10, -,E,1.0, -, -,U,10,10, -,8,10,0.05,ERROR
25/08/2015 01:32:53,5,2,5,0,0.0,10,26,1027,5,0.09457311673694264,0.011627970250983123,U,10,10, -,U,10,10, -,U,10,10, -,E,1.0, -, -,U,10,10, -,8,10,0.05,21102ms,1790,0,2923,21,141,276,1584,901
25/08/2015 01:32:54,5,0,5,0,0.0,10,26,1000,5,0.11450887349594867,0.024760225619382827,E,1.0, -, -,E,1.0, -, -,G,1.0,10,10,E,1.0, -, -,U,10,10, -,9,9,0.05,ERROR
25/08/2015 01:33:40,5,0,5,0,0.0,10,26,1000,5,0.11450887349594867,0.024760225619382827,E,1.0, -, -,E,1.0, -, -,G,1.0,10,10,E,1.0, -, -,U,10,10, -,9,9,0.05,46624ms,2245,0,9198,25,170,473,2925,5605
25/08/2015 01:33:41,5,0,0,0,0.0,10,68,1000,5,0.2270210454445451,0.0201347663016513,E,1.0, -, -,E,1.0, -, -,U,10,10, -,U,10,10, -,U,10,10, -,7,4,0.05,ERROR
25/08/2015 01:35:34,5,0,0,0,0.0,10,68,1000,5,0.2270210454445451,0.0201347663016513,E,1.0, -, -,E,1.0, -, -,U,10,10, -,U,10,10, -,U,10,10, -,7,4,0.05,112613ms,1676,0,14431,29,402,1296,5945,6759
25/08/2015 01:35:37,5,2,2,0,0.0,10,58,1081,5,0.10476281574879098,0.03342716406879518,G,1.0,10,10,G,1.0,10,10,U,10,10, -,G,1.0,10,10,G,1.0,10,10,6,8,0.1,ERROR
25/08/2015 01:35:55,5,2,2,0,0.0,10,58,1081,5,0.10476281574879098,0.03342716406879518,G,1.0,10,10,G,1.0,10,10,U,10,10, -,G,1.0,10,10,G,1.0,10,10,6,8,0.1,18073ms,1950,0,4829,26,208,476,2257,1862
25/08/2015 01:35:55,5,0,1,0,0.0,10,95,1000,5,0.036578561380728625,0.06007595990654131,U,10,10, -,G,1.0,10,10,G,1.0,10,10,G,1.0,10,10,E,1.0, -, -,6,3,0.1,ERROR
25/08/2015 01:36:07,5,0,1,0,0.0,10,95,1000,5,0.036578561380728625,0.06007595990654131,U,10,10, -,G,1.0,10,10,G,1.0,10,10,G,1.0,10,10,E,1.0, -, -,6,3,0.1,11446ms,1733,0,2551,12,49,150,871,1469
25/08/2015 01:36:07,5,1,1,0,0.0,10,25,1582,5,0.03396104234146756,0.03859976657336886,G,1.0,10,10,G,1.0,10,10,U,10,10, -,G,1.0,10,10,G,1.0,10,10,1,5,0.1,ERROR
25/08/2015 01:36:10,5,1,1,0,0.0,10,25,1582,5,0.03396104234146756,0.03859976657336886,G,1.0,10,10,G,1.0,10,10,U,10,10, -,G,1.0,10,10,G,1.0,10,10,1,5,0.1,2633ms,5172,0,1596,13,52,161,513,857
25/08/2015 01:36:11,5,3,2,0,0.0,10,52,1018,5,0.18855802911149924,0.004412409769245141,U,10,10, -,G,1.0,10,10,G,1.0,10,10,G,1.0,10,10,E,1.0, -, -,9,10,0.1,ERROR
25/08/2015 01:37:48,5,3,2,0,0.0,10,52,1018,5,0.18855802911149924,0.004412409769245141,U,10,10, -,G,1.0,10,10,G,1.0,10,10,G,1.0,10,10,E,1.0, -, -,9,10,0.1,97229ms,1979,0,6395,29,340,891,3846,1289
25/08/2015 01:37:48,5,4,4,0,0.0,10,71,1000,5,0.006136286034683369,0.084110375341587,U,10,10, -,E,1.0, -, -,U,10,10, -,U,10,10, -,G,1.0,10,10,10,10,0.1,ERROR
25/08/2015 01:37:57,5,4,4,0,0.0,10,71,1000,5,0.006136286034683369,0.084110375341587,U,10,10, -,E,1.0, -, -,U,10,10, -,U,10,10, -,G,1.0,10,10,10,10,0.1,8838ms,1834,0,2145,5,25,122,716,1277
25/08/2015 01:38:00,5,2,2,0,0.0,10,84,1000,5,0.176254207998205,0.05035446504748401,G,1.0,10,10,E,1.0, -, -,U,10,10, -,G,1.0,10,10,G,1.0,10,10,10,10,0.15,ERROR
25/08/2015 01:38:27,5,2,2,0,0.0,10,84,1000,5,0.176254207998205,0.05035446504748401,G,1.0,10,10,E,1.0, -, -,U,10,10, -,G,1.0,10,10,G,1.0,10,10,10,10,0.15,27432ms,1761,0,7897,26,317,1077,3949,2528
25/08/2015 01:38:28,5,5,1,0,0.0,10,79,1177,5,0.004421019256394798,0.040536190812353906,U,10,10, -,G,1.0,10,10,E,1.0, -, -,E,1.0, -, -,U,10,10, -,6,8,0.15,ERROR
25/08/2015 01:38:41,5,5,1,0,0.0,10,79,1177,5,0.004421019256394798,0.040536190812353906,U,10,10, -,G,1.0,10,10,E,1.0, -, -,E,1.0, -, -,U,10,10, -,6,8,0.15,13137ms,2173,0,2830,5,25,123,803,1874
25/08/2015 01:38:42,5,1,5,0,0.0,10,81,1414,5,0.2786080200253435,0.06865522262772304,E,1.0, -, -,G,1.0,10,10,G,1.0,10,10,E,1.0, -, -,U,10,10, -,2,4,0.15,ERROR
25/08/2015 01:38:55,5,1,5,0,0.0,10,81,1414,5,0.2786080200253435,0.06865522262772304,E,1.0, -, -,G,1.0,10,10,G,1.0,10,10,E,1.0, -, -,U,10,10, -,2,4,0.15,13303ms,5514,0,12114,30,548,3020,5467,3049
25/08/2015 01:38:56,5,4,4,0,0.0,10,23,1765,5,0.0775717188923524,0.06083185324160394,G,1.0,10,10,G,1.0,10,10,U,10,10, -,G,1.0,10,10,E,1.0, -, -,1,4,0.15,ERROR
25/08/2015 01:40:36,5,4,4,0,0.0,10,23,1765,5,0.0775717188923524,0.06083185324160394,G,1.0,10,10,G,1.0,10,10,U,10,10, -,G,1.0,10,10,E,1.0, -, -,1,4,0.15,99150ms,10544,0,23062,18,120,467,4654,17803
25/08/2015 01:40:37,5,5,2,0,0.0,10,39,1000,5,0.18690205161958895,0.011911426215292054,E,1.0, -, -,G,1.0,10,10,E,1.0, -, -,G,1.0,10,10,U,10,10, -,4,1,0.15,ERROR
25/08/2015 01:41:54,5,5,2,0,0.0,10,39,1000,5,0.18690205161958895,0.011911426215292054,E,1.0, -, -,G,1.0,10,10,E,1.0, -, -,G,1.0,10,10,U,10,10, -,4,1,0.15,77676ms,1691,0,9205,28,285,707,3724,4461
25/08/2015 01:41:58,5,2,4,0,0.0,10,32,1213,5,0.13906522992948156,0.04139657036408269,E,1.0, -, -,U,10,10, -,E,1.0, -, -,U,10,10, -,E,1.0, -, -,6,8,0.2,ERROR
25/08/2015 01:42:51,5,2,4,0,0.0,10,32,1213,5,0.13906522992948156,0.04139657036408269,E,1.0, -, -,U,10,10, -,E,1.0, -, -,U,10,10, -,E,1.0, -, -,6,8,0.2,53020ms,4828,0,17166,20,240,1297,7046,8563
25/08/2015 01:42:52,5,2,3,0,0.0,10,62,2620,5,0.19045927774167457,0.04161692512385118,U,10,10, -,G,1.0,10,10,U,10,10, -,U,10,10, -,U,10,10, -,1,8,0.2,ERROR
25/08/2015 01:43:51,5,2,3,0,0.0,10,62,2620,5,0.19045927774167457,0.04161692512385118,U,10,10, -,G,1.0,10,10,U,10,10, -,U,10,10, -,U,10,10, -,1,8,0.2,58910ms,8599,0,20119,31,444,2076,8896,8672
25/08/2015 01:43:51,5,2,1,0,0.0,10,46,1255,5,0.08119783359045146,0.04964784128924286,G,1.0,10,10,G,1.0,10,10,E,1.0, -, -,U,10,10, -,U,10,10, -,6,9,0.2,ERROR
